weight,height,color,no_of_wheels,vehicle_type
1375,102,yellow,4,Car
1007,135,yellow,2,Bike
1143,123,red,2,Bike
1581,127,yellow,4,Car
1252,66,blue,2,Bike
2184,102,yellow,4,Car
1878,120,white,4,Car
2264,50,red,4,Car
2021,157,white,4,Car
1656,78,black,4,Car
2320,60,black,4,Car
1474,83,blue,4,Car
2026,179,white,4,Car
1670,65,green,2,Bike
1488,94,yellow,4,Car
2398,138,yellow,4,Car
1100,174,black,2,Bike
1915,135,red,4,Car
1131,160,red,2,Bike
2443,61,yellow,4,Car
2011,140,yellow,4,Car
2082,73,blue,4,Car
2125,179,white,4,Car
1054,60,blue,2,Bike
1066,62,green,2,Bike
1298,91,black,2,Bike
1579,59,black,2,Bike
1847,163,green,4,Car
1592,175,green,2,Bike
1669,153,blue,2,Bike
906,61,green,2,Bike
1788,127,blue,4,Car
949,123,green,2,Bike
1489,139,green,4,Car
1548,80,black,2,Bike
2500,106,black,4,Car
2111,59,green,4,Car
1189,157,green,2,Bike
1317,88,black,4,Car
1178,172,green,2,Bike
1995,169,yellow,4,Car
2460,113,blue,4,Car
1811,132,white,4,Car
2001,154,red,4,Car
1924,118,yellow,4,Car
1821,87,yellow,4,Car
1350,57,red,2,Bike
1102,86,black,2,Bike
1002,103,red,2,Bike
1260,96,yellow,4,Car
1621,113,green,4,Car
1308,72,yellow,4,Car
1206,120,black,4,Car
1287,150,red,2,Bike
1598,139,red,4,Car
2190,135,black,4,Car
1476,106,white,4,Car
2269,133,red,4,Car
2269,87,green,4,Car
1848,66,blue,4,Car
1079,80,black,2,Bike
1919,63,green,4,Car
2356,56,yellow,4,Car
1595,107,white,2,Bike
1948,132,black,4,Car
1116,170,yellow,2,Bike
1616,81,red,2,Bike
2103,120,yellow,4,Car
1252,180,yellow,2,Bike
2194,99,green,4,Car
1902,117,white,4,Car
1169,142,red,2,Bike
1345,104,black,2,Bike
863,70,blue,2,Bike
1824,98,black,4,Car
2298,67,yellow,4,Car
2379,157,blue,4,Car
857,177,green,2,Bike
1653,172,black,2,Bike
2311,92,red,4,Car
859,130,blue,2,Bike
1716,130,white,4,Car
2233,150,green,4,Car
2443,108,white,4,Car
2395,95,yellow,4,Car
1561,144,blue,2,Bike
1683,177,green,2,Bike
1920,141,black,4,Car
1345,130,yellow,2,Bike
1439,65,black,4,Car
1709,128,white,4,Car
2488,85,red,4,Car
1066,94,green,2,Bike
2413,125,red,4,Car
1683,179,blue,2,Bike
896,88,black,2,Bike
843,173,white,2,Bike
1339,54,green,4,Car
894,68,green,2,Bike
1075,86,green,2,Bike
1827,128,white,4,Car
1629,59,black,2,Bike
2043,180,blue,4,Car
1513,127,red,4,Car
862,161,yellow,2,Bike
1433,118,green,2,Bike
1406,166,yellow,4,Car
804,91,black,2,Bike
1151,145,blue,2,Bike
1645,141,black,4,Car
2077,125,black,4,Car
1653,131,yellow,2,Bike
886,56,blue,2,Bike
1894,166,blue,4,Car
968,145,white,2,Bike
1632,95,white,4,Car
1390,134,blue,2,Bike
1515,79,red,2,Bike
2192,66,green,4,Car
901,173,yellow,2,Bike
1819,156,yellow,4,Car
1171,148,red,2,Bike
1654,92,black,2,Bike
2131,152,green,4,Car
1418,70,white,4,Car
2394,167,red,4,Car
899,57,green,2,Bike
1379,114,white,4,Car
908,165,blue,2,Bike
2037,157,red,4,Car
1868,99,black,4,Car
1086,174,blue,2,Bike
2263,52,white,4,Car
1823,152,white,4,Car
2352,51,yellow,4,Car
2364,105,red,4,Car
2214,102,yellow,4,Car
2449,50,white,4,Car
928,129,white,2,Bike
1953,54,red,4,Car
1747,101,yellow,4,Car
1252,88,red,4,Car
1494,140,blue,4,Car
2350,59,blue,4,Car
1554,150,white,2,Bike
2276,128,white,4,Car
1212,87,yellow,4,Car
1489,168,green,2,Bike
1249,163,red,2,Bike
1446,132,white,2,Bike
1294,173,white,2,Bike
1860,67,red,4,Car
1935,104,green,4,Car
2392,154,white,4,Car
1297,116,blue,2,Bike
2482,85,blue,4,Car
2004,120,white,4,Car
1106,99,white,2,Bike
825,81,red,2,Bike
1979,154,blue,4,Car
2238,161,blue,4,Car
895,171,white,2,Bike
1441,101,black,2,Bike
1870,98,black,4,Car
922,113,green,2,Bike
1130,133,black,2,Bike
2003,158,blue,4,Car
1711,169,white,4,Car
1697,124,white,2,Bike
828,94,green,2,Bike
2440,152,yellow,4,Car
972,135,black,2,Bike
906,138,green,2,Bike
1999,109,blue,4,Car
911,165,red,2,Bike
922,149,white,2,Bike
2226,91,white,4,Car
1214,134,blue,4,Car
1728,63,yellow,4,Car
1727,64,green,4,Car
1078,95,red,2,Bike
2160,100,black,4,Car
1696,59,black,2,Bike
1058,131,white,2,Bike
2025,119,red,4,Car
1016,72,white,2,Bike
1659,118,blue,2,Bike
1006,148,green,2,Bike
1051,163,black,2,Bike
1765,166,green,2,Bike
1481,108,white,2,Bike
1199,80,black,2,Bike
870,92,white,2,Bike
1279,52,black,4,Car
1873,59,red,4,Car
1628,99,white,4,Car
1522,113,red,2,Bike
1115,117,white,2,Bike
1633,134,black,2,Bike
912,74,yellow,2,Bike
2338,113,white,4,Car
1648,162,blue,2,Bike
1032,116,white,2,Bike
1342,142,white,4,Car
1137,67,black,2,Bike
1874,134,black,4,Car
2117,99,yellow,4,Car
1323,57,red,4,Car
1761,58,red,2,Bike
1842,174,yellow,4,Car
2070,173,green,4,Car
1295,147,blue,4,Car
1113,60,blue,2,Bike
2158,76,red,4,Car
1824,97,red,4,Car
1909,146,blue,4,Car
1951,127,white,4,Car
1884,50,red,4,Car
2132,166,white,4,Car
863,102,black,2,Bike
865,95,white,2,Bike
1077,167,green,2,Bike
2371,158,red,4,Car
1096,141,yellow,2,Bike
1143,147,red,2,Bike
2446,163,black,4,Car
2164,166,red,4,Car
1089,156,black,2,Bike
961,85,red,2,Bike
1756,105,blue,4,Car
1069,180,black,2,Bike
1401,173,white,4,Car
1134,121,yellow,2,Bike
2052,127,blue,4,Car
1448,148,black,2,Bike
1213,102,black,4,Car
1770,176,white,4,Car
2414,102,blue,4,Car
2219,143,yellow,4,Car
997,54,black,2,Bike
1848,59,red,4,Car
1885,145,black,4,Car
1554,150,red,4,Car
2470,71,red,4,Car
2047,129,red,4,Car
1388,168,blue,2,Bike
962,54,blue,2,Bike
1714,158,white,2,Bike
858,99,white,2,Bike
1895,84,yellow,4,Car
1957,102,yellow,4,Car
1459,104,black,2,Bike
1562,134,black,2,Bike
1286,169,white,4,Car
1519,69,yellow,4,Car
987,112,black,2,Bike
1898,143,black,4,Car
2480,52,blue,4,Car
2366,103,blue,4,Car
2483,126,black,4,Car
2365,158,green,4,Car
1674,73,green,4,Car
1744,146,black,2,Bike
1487,57,black,4,Car
2091,144,blue,4,Car
2193,79,green,4,Car
2123,103,green,4,Car
2477,176,red,4,Car
1549,108,red,4,Car
1819,152,yellow,4,Car
2367,129,white,4,Car
2390,107,blue,4,Car
1356,150,green,4,Car
2247,60,green,4,Car
1082,156,blue,2,Bike
2500,161,yellow,4,Car
1334,165,white,2,Bike
1781,151,black,2,Bike
2226,112,black,4,Car
1271,55,white,2,Bike
1253,81,white,2,Bike
1174,162,red,2,Bike
1205,132,black,4,Car
2150,62,green,4,Car
1009,179,black,2,Bike
1868,58,red,4,Car
2438,173,black,4,Car
1600,75,white,2,Bike
2409,63,yellow,4,Car
1302,165,green,2,Bike
2408,75,black,4,Car
2343,119,white,4,Car
2019,112,green,4,Car
2041,174,blue,4,Car
2436,61,blue,4,Car
2246,109,white,4,Car
1192,66,black,2,Bike
2124,64,black,4,Car
2230,103,white,4,Car
1266,51,blue,4,Car
2319,146,yellow,4,Car
1424,141,white,4,Car
1360,105,yellow,2,Bike
1402,96,yellow,2,Bike
1501,125,blue,4,Car
856,125,red,2,Bike
1892,77,yellow,4,Car
2109,76,yellow,4,Car
1797,135,yellow,4,Car
1733,64,blue,4,Car
2269,176,blue,4,Car
2308,93,black,4,Car
1298,135,green,2,Bike
1514,52,black,2,Bike
1445,116,green,4,Car
1644,121,black,4,Car
914,100,green,2,Bike
1869,85,yellow,4,Car
2444,59,blue,4,Car
2425,65,green,4,Car
1157,61,blue,2,Bike
1728,101,white,2,Bike
2098,142,black,4,Car
2055,68,blue,4,Car
1092,105,blue,2,Bike
1162,92,white,2,Bike
1933,168,red,4,Car
1936,153,green,4,Car
1122,124,red,2,Bike
1830,62,green,4,Car
2494,155,green,4,Car
1812,70,blue,4,Car
1202,79,red,4,Car
1076,114,black,2,Bike
1727,132,white,4,Car
2093,107,blue,4,Car
1656,115,white,2,Bike
883,171,white,2,Bike
2435,55,green,4,Car
1449,52,white,2,Bike
1814,129,white,4,Car
1273,151,blue,2,Bike
1730,55,white,4,Car
1173,65,white,2,Bike
1061,104,yellow,2,Bike
2280,162,yellow,4,Car
2036,97,blue,4,Car
1764,72,green,2,Bike
1381,124,black,2,Bike
1924,177,black,4,Car
2122,110,white,4,Car
2052,124,white,4,Car
2027,170,blue,4,Car
2136,133,yellow,4,Car
2037,145,green,4,Car
1909,163,blue,4,Car
2197,62,blue,4,Car
2251,85,blue,4,Car
2402,173,yellow,4,Car
2500,92,white,4,Car
1536,154,yellow,4,Car
1263,71,blue,2,Bike
2098,152,black,4,Car
2293,56,white,4,Car
2447,76,green,4,Car
2171,179,yellow,4,Car
1790,100,yellow,2,Bike
938,153,yellow,2,Bike
2411,73,green,4,Car
1809,135,blue,4,Car
1625,74,white,2,Bike
1871,66,black,4,Car
1792,95,red,2,Bike
995,63,black,2,Bike
1109,125,blue,2,Bike
1498,85,yellow,4,Car
1499,139,blue,2,Bike
2268,134,green,4,Car
1733,62,blue,4,Car
1537,86,white,4,Car
1891,128,yellow,4,Car
2183,86,blue,4,Car
1044,163,black,2,Bike
1147,154,yellow,2,Bike
2201,56,green,4,Car
1648,148,red,2,Bike
1002,175,red,2,Bike
2388,90,red,4,Car
1351,150,black,2,Bike
1682,60,yellow,4,Car
1515,82,green,4,Car
1067,129,black,2,Bike
2224,174,red,4,Car
2393,175,black,4,Car
1732,178,yellow,2,Bike
1039,177,white,2,Bike
1150,87,black,2,Bike
2356,98,white,4,Car
1526,83,blue,2,Bike
1882,118,black,4,Car
1901,110,blue,4,Car
956,113,red,2,Bike
2086,160,green,4,Car
2332,171,white,4,Car
1441,79,blue,4,Car
2474,97,yellow,4,Car
996,115,black,2,Bike
2065,89,black,4,Car
1320,145,blue,4,Car
1920,137,red,4,Car
1864,87,yellow,4,Car
1239,59,yellow,4,Car
2252,50,green,4,Car
1661,54,white,2,Bike
1999,70,white,4,Car
1747,52,black,2,Bike
1144,83,black,2,Bike
2266,145,black,4,Car
975,69,yellow,2,Bike
2347,72,blue,4,Car
2386,130,blue,4,Car
931,93,yellow,2,Bike
2180,64,blue,4,Car
882,133,red,2,Bike
1240,132,black,2,Bike
1305,66,yellow,2,Bike
2495,168,black,4,Car
2342,137,black,4,Car
2177,112,blue,4,Car
2061,152,green,4,Car
2484,171,red,4,Car
1280,160,white,4,Car
1119,160,white,2,Bike
1046,103,blue,2,Bike
947,165,black,2,Bike
1374,147,blue,4,Car
1572,119,white,4,Car
1056,157,black,2,Bike
1702,118,yellow,4,Car
1136,73,white,2,Bike
1041,164,blue,2,Bike
1075,67,blue,2,Bike
1544,91,yellow,4,Car
2478,86,green,4,Car
854,57,red,2,Bike
901,147,green,2,Bike
1151,113,black,2,Bike
1407,69,yellow,2,Bike
977,159,green,2,Bike
1160,116,white,2,Bike
1326,76,green,4,Car
1747,158,yellow,2,Bike
1490,117,black,2,Bike
1122,136,black,2,Bike
2222,119,green,4,Car
2448,131,blue,4,Car
1233,96,white,2,Bike
985,130,green,2,Bike
1231,157,black,2,Bike
2357,101,red,4,Car
2303,124,green,4,Car
1722,151,green,2,Bike
2079,63,blue,4,Car
1397,135,blue,2,Bike
1115,149,white,2,Bike
1151,122,blue,2,Bike
2201,116,red,4,Car
2108,133,white,4,Car
2059,160,red,4,Car
2376,132,red,4,Car
1483,118,green,2,Bike
2042,86,yellow,4,Car
1039,70,black,2,Bike
898,78,white,2,Bike
1213,151,green,2,Bike
2480,60,white,4,Car
2461,76,white,4,Car
1555,118,green,2,Bike
2348,108,green,4,Car
1142,93,green,2,Bike
2026,58,green,4,Car
1355,73,red,4,Car
1839,93,green,4,Car
1818,122,blue,4,Car
2418,77,blue,4,Car
945,96,black,2,Bike
1607,62,yellow,2,Bike
1792,119,yellow,4,Car
1073,141,white,2,Bike
2348,151,blue,4,Car
1288,167,black,2,Bike
1772,126,red,4,Car
2139,96,black,4,Car
1674,114,blue,2,Bike
1156,141,yellow,2,Bike
1772,133,yellow,2,Bike
1047,135,black,2,Bike
1197,86,red,2,Bike
942,162,green,2,Bike
1636,82,yellow,4,Car
1934,51,white,4,Car
1619,139,red,4,Car
1797,101,black,2,Bike
2188,59,white,4,Car
2077,150,blue,4,Car
955,140,yellow,2,Bike
1664,75,green,4,Car
1894,122,red,4,Car
1739,120,blue,4,Car
1715,76,red,2,Bike
1469,118,red,4,Car
1959,125,white,4,Car
1858,90,black,4,Car
1753,161,white,4,Car
2063,177,black,4,Car
1887,171,black,4,Car
1554,79,black,2,Bike
1144,144,red,2,Bike
1307,161,red,2,Bike
1903,128,red,4,Car
2217,69,red,4,Car
2080,99,red,4,Car
2329,79,blue,4,Car
1549,146,white,2,Bike
1852,173,red,4,Car
1738,158,yellow,2,Bike
1669,108,red,2,Bike
2128,116,green,4,Car
1927,166,yellow,4,Car
1433,58,green,2,Bike
1534,106,white,2,Bike
1892,103,yellow,4,Car
1230,139,yellow,2,Bike
2113,102,yellow,4,Car
1361,125,green,4,Car
1106,122,black,2,Bike
2127,148,black,4,Car
1155,89,green,2,Bike
2470,143,white,4,Car
1506,164,red,2,Bike
1471,58,red,2,Bike
1045,112,yellow,2,Bike
2315,85,yellow,4,Car
1971,90,yellow,4,Car
2334,61,black,4,Car
2228,150,red,4,Car
864,150,green,2,Bike
945,149,white,2,Bike
2478,171,green,4,Car
1597,94,red,4,Car
1146,83,yellow,2,Bike
1836,90,black,4,Car
1322,165,yellow,2,Bike
1477,79,black,2,Bike
2194,170,green,4,Car
1561,54,green,4,Car
1990,93,white,4,Car
2494,133,black,4,Car
1305,113,black,4,Car
1113,113,red,2,Bike
1346,115,yellow,2,Bike
2210,100,black,4,Car
1642,66,red,2,Bike
891,54,black,2,Bike
2377,111,yellow,4,Car
2434,98,black,4,Car
1431,82,yellow,4,Car
1628,115,white,4,Car
982,103,blue,2,Bike
1766,56,yellow,4,Car
951,172,red,2,Bike
2416,74,blue,4,Car
2258,129,black,4,Car
1113,115,red,2,Bike
1185,121,white,2,Bike
1285,100,white,2,Bike
2251,58,green,4,Car
978,101,black,2,Bike
1228,170,green,4,Car
2119,156,yellow,4,Car
1028,126,red,2,Bike
2482,163,white,4,Car
1700,139,green,4,Car
841,159,black,2,Bike
2456,157,blue,4,Car
1745,105,black,4,Car
1804,50,red,4,Car
1030,125,yellow,2,Bike
1210,143,green,2,Bike
2035,133,green,4,Car
1388,143,blue,2,Bike
847,161,white,2,Bike
1554,163,white,2,Bike
868,106,black,2,Bike
1291,86,green,2,Bike
1777,78,red,4,Car
1131,103,green,2,Bike
1746,125,red,2,Bike
1389,88,blue,2,Bike
2468,50,blue,4,Car
1671,77,red,2,Bike
1815,136,blue,4,Car
1668,88,red,4,Car
1234,102,green,2,Bike
2150,126,green,4,Car
966,67,black,2,Bike
1560,109,blue,2,Bike
1065,75,red,2,Bike
1389,79,blue,4,Car
1669,133,red,2,Bike
1054,170,yellow,2,Bike
2132,169,black,4,Car
944,80,yellow,2,Bike
1761,135,white,4,Car
945,65,blue,2,Bike
1931,99,white,4,Car
1213,179,green,4,Car
1585,68,blue,2,Bike
2183,117,yellow,4,Car
2165,92,black,4,Car
1871,119,black,4,Car
2292,80,blue,4,Car
857,137,white,2,Bike
1255,157,green,4,Car
1983,106,yellow,4,Car
1053,180,blue,2,Bike
2035,117,green,4,Car
2031,93,black,4,Car
2112,178,red,4,Car
1144,94,yellow,2,Bike
2286,91,red,4,Car
1894,90,white,4,Car
807,165,yellow,2,Bike
2147,110,white,4,Car
1337,160,white,2,Bike
1959,132,blue,4,Car
1489,155,blue,2,Bike
2381,118,red,4,Car
845,71,red,2,Bike
917,111,yellow,2,Bike
1330,131,yellow,4,Car
1493,165,blue,2,Bike
1049,116,black,2,Bike
2308,126,blue,4,Car
2488,120,blue,4,Car
1507,174,red,2,Bike
1432,179,white,2,Bike
1945,152,green,4,Car
1933,70,white,4,Car
1719,52,yellow,2,Bike
1195,84,yellow,2,Bike
936,91,green,2,Bike
1571,160,yellow,4,Car
1766,173,black,2,Bike
1294,71,yellow,2,Bike
1822,77,white,4,Car
1026,70,blue,2,Bike
926,135,white,2,Bike
1203,128,black,4,Car
976,154,black,2,Bike
1769,111,blue,4,Car
1502,84,green,2,Bike
1853,130,black,4,Car
1341,77,yellow,2,Bike
1316,120,black,2,Bike
1844,55,red,4,Car
1891,142,black,4,Car
1814,50,red,4,Car
1846,101,red,4,Car
1806,114,blue,4,Car
1489,175,blue,2,Bike
2449,166,blue,4,Car
1648,164,blue,2,Bike
2090,54,white,4,Car
825,106,white,2,Bike
2172,158,white,4,Car
809,110,red,2,Bike
1853,109,yellow,4,Car
1679,75,yellow,2,Bike
2375,122,green,4,Car
1607,109,red,2,Bike
2367,100,white,4,Car
900,77,green,2,Bike
2371,147,black,4,Car
1090,71,blue,2,Bike
1679,156,red,4,Car
1446,74,blue,2,Bike
1760,124,red,4,Car
1584,158,blue,2,Bike
1002,108,white,2,Bike
1629,111,black,4,Car
1602,117,green,2,Bike
1143,177,black,2,Bike
1932,108,white,4,Car
2105,69,red,4,Car
1030,122,black,2,Bike
1370,157,green,2,Bike
1271,113,yellow,4,Car
1703,84,yellow,4,Car
1162,176,white,2,Bike
1187,50,green,2,Bike
2425,122,red,4,Car
1388,173,white,4,Car
1417,124,red,4,Car
1471,92,white,2,Bike
828,54,blue,2,Bike
1988,130,yellow,4,Car
1080,104,yellow,2,Bike
1558,83,red,2,Bike
2019,135,white,4,Car
2012,126,red,4,Car
1245,106,white,4,Car
1495,95,white,4,Car
1633,169,yellow,2,Bike
2019,139,blue,4,Car
2017,121,green,4,Car
1310,52,red,4,Car
1374,63,yellow,4,Car
2467,55,black,4,Car
1834,58,black,4,Car
1031,163,white,2,Bike
982,154,white,2,Bike
1755,163,green,4,Car
1878,68,black,4,Car
1382,118,blue,4,Car
1142,67,yellow,2,Bike
1140,134,blue,2,Bike
1380,138,black,4,Car
805,123,yellow,2,Bike
1756,122,white,2,Bike
2486,129,blue,4,Car
2480,57,white,4,Car
1582,147,white,2,Bike
824,134,yellow,2,Bike
1469,75,white,2,Bike
1173,154,yellow,2,Bike
1302,128,yellow,2,Bike
1420,95,green,2,Bike
961,140,green,2,Bike
2035,118,black,4,Car
2207,176,green,4,Car
1488,146,white,4,Car
1884,90,black,4,Car
1155,131,black,2,Bike
1979,122,black,4,Car
1197,160,blue,2,Bike
2191,96,green,4,Car
2371,53,white,4,Car
1867,95,blue,4,Car
1398,115,yellow,4,Car
979,116,white,2,Bike
1061,86,yellow,2,Bike
1443,54,white,4,Car
2061,113,black,4,Car
1223,173,white,2,Bike
810,86,green,2,Bike
1431,137,green,4,Car
1532,124,green,2,Bike
1787,117,white,4,Car
1820,119,blue,4,Car
1064,118,red,2,Bike
2195,64,yellow,4,Car
854,149,red,2,Bike
2354,51,blue,4,Car
1495,180,black,2,Bike
2405,55,yellow,4,Car
2118,171,yellow,4,Car
1632,91,white,2,Bike
1008,165,white,2,Bike
2201,152,red,4,Car
2001,58,white,4,Car
2430,110,yellow,4,Car
960,116,black,2,Bike
1792,142,blue,4,Car
1368,121,blue,2,Bike
1150,63,black,2,Bike
2005,116,red,4,Car
2340,105,red,4,Car
1008,96,red,2,Bike
2017,117,black,4,Car
2373,157,white,4,Car
944,147,blue,2,Bike
1578,98,black,4,Car
2198,143,black,4,Car
1949,71,yellow,4,Car
2423,141,yellow,4,Car
1256,179,black,2,Bike
1839,159,red,4,Car
1407,82,white,2,Bike
2186,107,green,4,Car
2135,161,yellow,4,Car
1278,171,white,2,Bike
1188,82,green,2,Bike
1679,73,yellow,2,Bike
1024,112,black,2,Bike
1458,98,yellow,2,Bike
1424,114,black,4,Car
2462,138,red,4,Car
1882,86,yellow,4,Car
1959,82,white,4,Car
1144,148,black,2,Bike
2303,130,green,4,Car
1583,111,blue,2,Bike
1191,179,red,2,Bike
1864,99,white,4,Car
1203,101,white,2,Bike
2206,95,red,4,Car
2424,156,blue,4,Car
1234,86,yellow,2,Bike
1256,105,blue,4,Car
1768,65,yellow,2,Bike
2172,69,blue,4,Car
1558,99,white,2,Bike
2390,122,blue,4,Car
1639,129,red,4,Car
1040,102,blue,2,Bike
1558,126,yellow,4,Car
1088,87,yellow,2,Bike
1414,57,white,4,Car
1837,95,yellow,4,Car
916,88,blue,2,Bike
1432,161,black,4,Car
1528,176,black,2,Bike
1074,108,blue,2,Bike
2338,180,white,4,Car
1154,134,green,2,Bike
1812,67,blue,4,Car
852,154,white,2,Bike
1558,99,green,4,Car
1080,110,yellow,2,Bike
1585,70,blue,4,Car
1066,88,yellow,2,Bike
1870,151,black,4,Car
2078,163,blue,4,Car
1184,160,yellow,2,Bike
1142,170,green,2,Bike
863,112,yellow,2,Bike
1510,112,green,4,Car
1513,131,blue,2,Bike
1311,103,blue,4,Car
1164,174,green,2,Bike
1061,98,red,2,Bike
1089,74,black,2,Bike
811,145,blue,2,Bike
1862,95,black,4,Car
1253,155,yellow,4,Car
999,148,green,2,Bike
1234,111,green,2,Bike
2208,106,yellow,4,Car
1508,130,black,4,Car
817,155,white,2,Bike
2156,179,blue,4,Car
1120,176,yellow,2,Bike
1602,144,black,2,Bike
936,105,blue,2,Bike
809,85,white,2,Bike
1795,166,yellow,2,Bike
2269,165,blue,4,Car
1147,121,red,2,Bike
983,165,red,2,Bike
1492,101,red,2,Bike
850,130,yellow,2,Bike
1451,124,red,4,Car
2391,134,blue,4,Car
1572,62,blue,4,Car
2461,111,black,4,Car
1028,119,white,2,Bike
1496,116,red,4,Car
2312,138,yellow,4,Car
807,134,black,2,Bike
2191,171,green,4,Car
1093,87,red,2,Bike
2441,168,red,4,Car
2048,60,yellow,4,Car
808,161,yellow,2,Bike
1612,91,white,2,Bike
2183,53,blue,4,Car
981,89,white,2,Bike
2290,101,green,4,Car
1942,53,black,4,Car
891,115,blue,2,Bike
1450,129,white,2,Bike
2080,91,red,4,Car
1527,144,yellow,4,Car
1519,171,black,4,Car
848,128,blue,2,Bike
2179,169,green,4,Car
1543,163,yellow,4,Car
2119,60,red,4,Car
1965,67,black,4,Car
1867,103,red,4,Car
1142,158,blue,2,Bike
1176,97,green,2,Bike
1031,152,black,2,Bike
1893,142,white,4,Car
2194,117,red,4,Car
1961,171,blue,4,Car
2418,103,black,4,Car
1974,87,white,4,Car
1116,67,black,2,Bike
1073,131,blue,2,Bike
1716,56,blue,4,Car
1049,102,green,2,Bike
1497,100,black,2,Bike
1387,158,white,4,Car
1006,113,white,2,Bike
2159,106,yellow,4,Car
2345,145,blue,4,Car
2121,134,blue,4,Car
1337,135,blue,4,Car
1341,177,blue,2,Bike
2101,135,red,4,Car
973,157,red,2,Bike
2330,172,white,4,Car
1271,159,green,2,Bike
1273,177,black,4,Car
1593,82,red,2,Bike
2365,141,blue,4,Car
1099,127,white,2,Bike
1943,132,red,4,Car
1639,150,blue,4,Car
1046,70,black,2,Bike
1420,167,yellow,4,Car
2014,81,yellow,4,Car
2355,131,yellow,4,Car
850,73,blue,2,Bike
1316,120,blue,4,Car
1033,61,red,2,Bike
1781,86,blue,4,Car
2229,117,green,4,Car
2253,54,yellow,4,Car
1231,115,blue,2,Bike
2202,98,white,4,Car
1963,167,white,4,Car
1118,155,white,2,Bike
1278,123,red,2,Bike
2182,109,blue,4,Car
1425,130,blue,2,Bike
1140,127,red,2,Bike
2127,142,blue,4,Car
1752,57,white,4,Car
2038,128,green,4,Car
2289,82,white,4,Car
2085,149,black,4,Car
990,83,black,2,Bike
1407,139,blue,4,Car
2383,141,yellow,4,Car
1952,75,black,4,Car
1976,50,white,4,Car
1968,84,blue,4,Car
852,139,black,2,Bike
1267,108,white,2,Bike
1338,76,blue,4,Car
1001,84,white,2,Bike
1503,102,black,4,Car
1960,129,green,4,Car
1174,138,blue,2,Bike
1288,60,green,4,Car
2402,52,green,4,Car
2419,59,green,4,Car
1800,164,yellow,2,Bike
2355,105,yellow,4,Car
1031,105,white,2,Bike
943,94,red,2,Bike
1810,120,yellow,4,Car
1281,131,green,4,Car
1837,128,black,4,Car
2248,119,red,4,Car
2084,53,black,4,Car
800,107,yellow,2,Bike
1481,137,green,4,Car
1682,56,black,2,Bike
1132,132,yellow,2,Bike
1884,135,green,4,Car
2398,50,yellow,4,Car
1902,168,green,4,Car
1958,111,black,4,Car
1369,139,yellow,2,Bike
2341,55,black,4,Car
1313,95,black,2,Bike
1662,106,red,4,Car
2302,79,red,4,Car
1178,111,white,2,Bike
1443,113,red,4,Car
1463,114,red,4,Car
1299,129,blue,2,Bike
1185,170,blue,2,Bike
1943,73,white,4,Car
2273,170,blue,4,Car
1126,70,blue,2,Bike
1191,118,yellow,2,Bike
1873,58,blue,4,Car
1961,92,blue,4,Car
1301,139,blue,2,Bike
1426,74,red,2,Bike
878,78,black,2,Bike
1846,52,white,4,Car
2447,109,blue,4,Car
1155,60,green,2,Bike
2333,97,black,4,Car
1222,136,yellow,4,Car
857,180,yellow,2,Bike
1482,121,red,4,Car
1007,131,black,2,Bike
1513,58,blue,4,Car
2080,61,blue,4,Car
1466,63,blue,2,Bike
2276,98,blue,4,Car
2074,109,yellow,4,Car
1351,178,blue,2,Bike
1236,154,green,4,Car
2304,80,black,4,Car
935,88,blue,2,Bike
1789,162,green,4,Car
928,83,red,2,Bike
1650,114,green,2,Bike
1990,69,white,4,Car
1572,152,blue,4,Car
2459,67,blue,4,Car
2377,174,blue,4,Car
903,167,yellow,2,Bike
1501,50,green,2,Bike
1318,65,blue,4,Car
2062,148,red,4,Car
1639,62,red,4,Car
2174,160,blue,4,Car
1491,80,blue,2,Bike
1432,64,white,2,Bike
979,82,black,2,Bike
1478,170,blue,2,Bike
1051,52,red,2,Bike
1630,156,blue,2,Bike
1465,69,red,4,Car
1940,67,black,4,Car
988,160,white,2,Bike
1651,148,white,2,Bike
1929,91,blue,4,Car
2017,109,green,4,Car
1972,87,yellow,4,Car
2132,63,red,4,Car
1819,71,white,4,Car
2410,118,blue,4,Car
1350,134,black,2,Bike
820,99,blue,2,Bike
936,142,red,2,Bike
2142,149,black,4,Car
2368,125,green,4,Car
1389,116,yellow,4,Car
1083,76,white,2,Bike
1035,104,yellow,2,Bike
1941,164,red,4,Car
1762,135,red,4,Car
1174,89,white,2,Bike
2274,113,blue,4,Car
1022,90,white,2,Bike
1566,154,blue,4,Car
1935,81,black,4,Car
2432,54,red,4,Car
2242,60,blue,4,Car
1179,84,red,2,Bike
1485,180,white,2,Bike
2395,99,green,4,Car
873,57,red,2,Bike
1919,168,green,4,Car
1199,159,red,2,Bike
1179,124,red,2,Bike
2464,78,red,4,Car
2113,153,yellow,4,Car
1109,90,black,2,Bike
2105,153,red,4,Car
1412,105,green,2,Bike
1343,147,green,2,Bike
1275,130,green,2,Bike
806,106,yellow,2,Bike
1430,95,blue,2,Bike
901,73,black,2,Bike
2332,119,red,4,Car
2096,62,white,4,Car
2172,129,red,4,Car
2153,58,green,4,Car
2409,124,black,4,Car
2099,126,yellow,4,Car
2420,90,blue,4,Car
2254,169,green,4,Car
1774,70,yellow,2,Bike
1757,110,black,4,Car
1877,86,green,4,Car
1673,160,blue,2,Bike
